date,T2M,RH2M,PRECTOTCORR,division
2015-07-25,26.52,93.43,150.1,Chittagong
2015-07-26,26.91,91.27,116.9,Chittagong
2015-07-27,26.94,92.47,75.56,Chittagong
2015-07-28,27.1,89.18,45.31,Chittagong
2015-07-29,27.03,90.66,26.35,Chittagong
2015-07-30,26.66,92.88,34.05,Chittagong
2015-07-31,27.51,93.54,50.17,Chittagong
2015-08-01,26.96,89.05,45.35,Chittagong
2015-08-02,26.38,88.3,2.62,Chittagong
2015-08-03,26.5,88.07,4.27,Chittagong
2015-08-04,27.01,88.44,0.42,Chittagong
2015-08-05,27.29,89.58,5.35,Chittagong
2015-08-06,27.75,89.37,1.0,Chittagong
2015-08-07,28.08,88.35,4.47,Chittagong
2015-08-08,27.84,88.64,1.3,Chittagong
2015-08-09,26.88,87.19,0.9,Chittagong
2015-08-10,28.33,86.1,5.2,Chittagong
2015-08-11,28.29,89.4,28.09,Chittagong
2015-08-12,27.99,90.09,2.76,Chittagong
2015-08-13,27.98,89.8,3.93,Chittagong
2015-08-14,28.19,89.98,8.64,Chittagong
2015-08-15,27.86,90.78,13.61,Chittagong
2015-08-16,27.57,90.7,28.34,Chittagong
2015-08-17,27.46,90.11,48.38,Chittagong
2015-08-18,27.69,89.06,36.63,Chittagong
2015-08-19,27.93,89.35,50.46,Chittagong
2015-08-20,28.03,92.47,30.79,Chittagong
2015-08-21,28.13,86.93,21.33,Chittagong
2015-08-22,27.81,86.84,2.05,Chittagong
2015-08-23,27.6,88.86,14.88,Chittagong
2015-08-24,27.74,89.45,0.19,Chittagong
2015-08-25,27.79,89.91,2.78,Chittagong
2015-08-26,27.71,89.8,0.69,Chittagong
2015-08-27,27.48,89.61,4.58,Chittagong
2015-08-28,27.1,90.78,30.88,Chittagong
2015-08-29,27.46,89.76,35.68,Chittagong
2015-08-30,27.51,91.29,26.48,Chittagong
2015-08-31,27.55,93.46,77.68,Chittagong
2015-09-01,27.36,94.27,35.93,Chittagong
2015-09-02,26.98,93.23,20.82,Chittagong
2015-09-03,27.12,88.96,13.1,Chittagong
2015-09-04,27.63,87.86,2.92,Chittagong
2015-09-05,27.39,89.13,3.99,Chittagong
2015-09-06,27.59,88.55,3.98,Chittagong
2015-09-07,27.29,89.02,3.37,Chittagong
2015-09-08,27.76,86.24,6.43,Chittagong
2015-09-09,28.29,87.35,1.21,Chittagong
2015-09-10,28.03,86.53,13.41,Chittagong
2015-09-11,28.76,84.24,8.02,Chittagong
2015-09-12,29.7,79.79,9.76,Chittagong
2015-09-13,28.39,87.42,31.31,Chittagong
2015-09-14,28.52,86.63,8.51,Chittagong
2015-09-15,28.49,87.19,6.6,Chittagong
2015-09-16,28.42,88.0,3.01,Chittagong
2015-09-17,29.54,82.9,0.01,Chittagong
2015-09-18,29.48,85.11,2.77,Chittagong
2015-09-19,27.33,91.85,32.72,Chittagong
2015-09-20,27.3,91.45,50.79,Chittagong
2015-09-21,27.83,90.28,42.44,Chittagong
2015-09-22,28.05,90.0,19.34,Chittagong
2015-09-23,28.25,88.21,36.91,Chittagong
2015-09-24,27.78,87.7,20.14,Chittagong
2015-09-25,27.7,85.82,0.51,Chittagong
2015-09-26,28.36,78.57,0.0,Chittagong
2015-09-27,27.88,75.6,0.0,Chittagong
2015-09-28,28.07,76.39,0.0,Chittagong
2015-09-29,28.64,82.49,0.0,Chittagong
2015-09-30,29.0,82.19,1.24,Chittagong
2015-10-01,28.97,81.14,8.5,Chittagong
2015-10-02,28.08,88.87,4.14,Chittagong
2015-10-03,28.11,84.91,5.41,Chittagong
2015-10-04,28.52,82.28,6.11,Chittagong
2015-10-05,28.16,83.73,13.93,Chittagong
2015-10-06,28.71,80.55,1.7,Chittagong
2015-10-07,27.04,90.32,43.48,Chittagong
2015-10-08,26.86,93.64,84.78,Chittagong
2015-10-09,27.48,89.81,30.55,Chittagong
2015-10-10,27.64,85.59,14.01,Chittagong
2015-10-11,27.63,83.09,17.98,Chittagong
2015-10-12,26.96,81.36,18.25,Chittagong
2015-10-13,26.2,82.74,21.55,Chittagong
2015-10-14,25.98,86.34,18.05,Chittagong
2015-10-15,26.73,81.17,1.37,Chittagong
2015-10-16,27.25,76.78,0.0,Chittagong
2015-10-17,27.0,81.32,0.0,Chittagong
2015-10-18,26.82,82.49,0.0,Chittagong
2015-10-19,26.75,81.54,0.0,Chittagong
2015-10-20,26.8,80.88,0.0,Chittagong
2015-10-21,26.84,77.22,0.0,Chittagong
2015-10-22,26.79,73.5,0.0,Chittagong
2015-10-23,27.75,67.19,0.01,Chittagong
2015-10-24,27.25,70.04,0.0,Chittagong
2015-10-25,25.94,79.64,0.0,Chittagong
2015-10-26,25.73,80.37,0.0,Chittagong
2015-10-27,25.37,78.41,0.0,Chittagong
2015-10-28,25.07,75.92,0.0,Chittagong
2015-10-29,25.71,75.15,0.02,Chittagong
2015-10-30,25.56,80.77,4.47,Chittagong
2015-10-31,24.45,83.82,4.75,Chittagong
2015-11-01,24.05,85.21,7.42,Chittagong
2015-11-02,24.82,84.81,3.73,Chittagong
2015-11-03,25.37,81.38,0.05,Chittagong
2015-11-04,26.32,71.88,0.0,Chittagong
2015-11-05,25.57,74.37,0.0,Chittagong
2015-11-06,25.05,77.02,0.0,Chittagong
2015-11-07,24.53,82.34,0.0,Chittagong
2015-11-08,23.95,81.75,0.0,Chittagong
2015-11-09,23.71,78.23,0.0,Chittagong
2015-11-10,23.91,76.9,0.01,Chittagong
2015-11-11,25.04,71.61,0.11,Chittagong
2015-11-12,23.88,76.64,0.0,Chittagong
2015-11-13,23.34,79.2,0.0,Chittagong
2015-11-14,23.68,74.73,0.0,Chittagong
2015-11-15,24.32,71.44,0.0,Chittagong
2015-11-16,24.11,73.84,0.0,Chittagong
2015-11-17,24.35,73.14,0.06,Chittagong
2015-11-18,24.02,71.74,2.03,Chittagong
2015-11-19,23.24,81.16,0.03,Chittagong
2015-11-20,24.28,81.68,0.0,Chittagong
2015-11-21,24.42,81.74,0.0,Chittagong
2015-11-22,24.14,81.62,0.0,Chittagong
2015-11-23,23.68,78.8,0.0,Chittagong
2015-11-24,23.0,73.45,0.0,Chittagong
2015-11-25,22.72,66.67,0.0,Chittagong
2015-11-26,22.28,70.05,0.0,Chittagong
2015-11-27,22.47,67.84,0.0,Chittagong
2015-11-28,22.08,75.25,0.0,Chittagong
2015-11-29,22.61,75.86,0.0,Chittagong
2015-11-30,22.88,78.45,0.0,Chittagong
2015-12-01,23.27,80.74,0.0,Chittagong
2015-12-02,23.19,80.82,0.0,Chittagong
2015-12-03,23.2,82.68,0.02,Chittagong
2015-12-04,23.38,79.91,0.0,Chittagong
2015-12-05,22.17,80.22,0.0,Chittagong
2015-12-06,21.92,76.65,0.0,Chittagong
2015-12-07,21.92,75.69,0.0,Chittagong
2015-12-08,21.62,79.13,0.0,Chittagong
2015-12-09,21.66,79.36,0.0,Chittagong
2015-12-10,21.7,76.68,0.0,Chittagong
2015-12-11,21.91,70.99,0.0,Chittagong
2015-12-12,21.81,80.4,0.0,Chittagong
2015-12-13,22.92,82.08,0.0,Chittagong
2015-12-14,22.24,82.46,0.19,Chittagong
2015-12-15,20.61,81.32,2.0,Chittagong
2015-12-16,18.78,80.42,0.0,Chittagong
2015-12-17,17.94,74.58,0.0,Chittagong
2015-12-18,16.6,81.73,0.86,Chittagong
2015-12-19,17.53,77.66,0.0,Chittagong
2015-12-20,17.69,74.09,0.0,Chittagong
2015-12-21,17.62,71.06,0.0,Chittagong
2015-12-22,17.53,74.7,0.0,Chittagong
2015-12-23,17.92,78.44,0.0,Chittagong
2015-12-24,17.15,78.42,0.0,Chittagong
2015-12-25,16.96,79.6,0.0,Chittagong
2015-12-26,17.14,76.04,0.0,Chittagong
2015-12-27,17.48,71.09,0.0,Chittagong
2015-12-28,18.68,72.07,0.0,Chittagong
2015-12-29,19.13,72.48,0.0,Chittagong
2015-12-30,19.42,71.63,0.0,Chittagong
2015-12-31,19.25,74.64,0.0,Chittagong
2016-01-01,19.52,74.11,0.0,Chittagong
2016-01-02,19.8,71.09,0.0,Chittagong
2016-01-03,19.48,70.78,0.0,Chittagong
2016-01-04,19.04,72.5,0.0,Chittagong
2016-01-05,18.82,73.72,0.0,Chittagong
2016-01-06,18.75,73.98,0.0,Chittagong
2016-01-07,19.25,74.54,0.0,Chittagong
2016-01-08,19.51,69.98,0.0,Chittagong
2016-01-09,19.7,74.68,0.03,Chittagong
2016-01-10,19.81,75.11,0.13,Chittagong
2016-01-11,19.49,72.63,0.0,Chittagong
2016-01-12,18.07,66.51,0.0,Chittagong
2016-01-13,18.46,65.36,0.0,Chittagong
2016-01-14,18.72,68.26,0.0,Chittagong
2016-01-15,18.77,66.78,0.0,Chittagong
2016-01-16,19.9,64.52,0.0,Chittagong
2016-01-17,19.72,66.08,0.0,Chittagong
2016-01-18,18.81,64.95,0.0,Chittagong
2016-01-19,19.59,65.02,0.0,Chittagong
2016-01-20,20.82,62.08,0.0,Chittagong
2016-01-21,18.91,79.84,1.78,Chittagong
2016-01-22,17.89,74.74,0.5,Chittagong
2016-01-23,16.67,74.25,0.0,Chittagong
2016-01-24,16.08,66.89,0.0,Chittagong
2016-01-25,16.37,65.17,0.0,Chittagong
2016-01-26,17.06,60.85,0.0,Chittagong
2016-01-27,17.3,61.79,0.0,Chittagong
2016-01-28,18.02,71.37,0.0,Chittagong
2016-01-29,20.2,70.62,0.0,Chittagong
2016-01-30,19.98,62.75,0.0,Chittagong
2016-01-31,20.21,69.22,0.0,Chittagong
2016-02-01,20.74,77.83,0.09,Chittagong
2016-02-02,21.58,71.23,0.0,Chittagong
2016-02-03,21.58,66.16,0.0,Chittagong
2016-02-04,20.1,65.74,0.0,Chittagong
2016-02-05,19.47,64.03,0.0,Chittagong
2016-02-06,20.15,58.28,0.0,Chittagong
2016-02-07,20.57,56.75,0.0,Chittagong
2016-02-08,20.24,72.65,0.0,Chittagong
2016-02-09,21.06,84.9,0.03,Chittagong
2016-02-10,21.59,81.21,0.08,Chittagong
2016-02-11,21.89,78.0,0.02,Chittagong
2016-02-12,22.22,86.48,2.46,Chittagong
2016-02-13,23.22,77.37,0.34,Chittagong
2016-02-14,23.72,71.16,0.0,Chittagong
2016-02-15,24.66,64.75,0.0,Chittagong
2016-02-16,25.12,60.04,0.0,Chittagong
2016-02-17,25.54,56.32,0.0,Chittagong
2016-02-18,25.21,60.46,0.0,Chittagong
2016-02-19,25.13,76.67,0.0,Chittagong
2016-02-20,25.06,80.5,0.0,Chittagong
2016-02-21,25.12,83.6,0.0,Chittagong
2016-02-22,25.46,83.7,0.04,Chittagong
2016-02-23,24.97,83.0,1.01,Chittagong
2016-02-24,24.25,87.15,15.25,Chittagong
2016-02-25,23.25,77.1,19.15,Chittagong
2016-02-26,24.58,63.22,0.1,Chittagong
2016-02-27,24.69,67.16,1.52,Chittagong
2016-02-28,25.67,59.49,0.0,Chittagong
2016-02-29,25.84,60.17,0.0,Chittagong
2016-03-01,25.63,66.17,0.0,Chittagong
2016-03-02,25.86,66.91,0.0,Chittagong
2016-03-03,25.95,65.71,0.0,Chittagong
2016-03-04,25.83,71.56,0.0,Chittagong
2016-03-05,26.42,68.63,0.0,Chittagong
2016-03-06,27.27,67.07,0.0,Chittagong
2016-03-07,26.83,65.9,0.3,Chittagong
2016-03-08,26.8,68.5,0.0,Chittagong
2016-03-09,27.08,73.1,0.0,Chittagong
2016-03-10,27.37,69.87,0.0,Chittagong
2016-03-11,26.95,70.91,0.0,Chittagong
2016-03-12,27.31,74.11,0.0,Chittagong
2016-03-13,28.24,69.7,0.0,Chittagong
2016-03-14,28.05,63.4,0.0,Chittagong
2016-03-15,27.21,53.15,0.0,Chittagong
2016-03-16,27.58,64.46,0.0,Chittagong
2016-03-17,27.76,64.31,0.05,Chittagong
2016-03-18,27.13,65.11,0.15,Chittagong
2016-03-19,26.98,72.32,2.12,Chittagong
2016-03-20,26.81,77.48,7.09,Chittagong
2016-03-21,27.08,82.06,23.14,Chittagong
2016-03-22,26.84,82.74,12.6,Chittagong
2016-03-23,26.98,81.5,2.17,Chittagong
2016-03-24,27.56,71.62,0.62,Chittagong
2016-03-25,28.29,64.28,0.0,Chittagong
2016-03-26,27.85,71.91,0.0,Chittagong
2016-03-27,27.09,78.22,0.0,Chittagong
2016-03-28,26.63,79.07,9.58,Chittagong
2016-03-29,26.46,80.62,16.69,Chittagong
2016-03-30,27.12,78.03,4.4,Chittagong
2016-03-31,25.82,84.47,15.56,Chittagong
2016-04-01,23.99,89.53,18.49,Chittagong
2016-04-02,25.93,80.88,0.86,Chittagong
2016-04-03,26.83,83.07,1.32,Chittagong
2016-04-04,27.13,81.72,0.33,Chittagong
2016-04-05,27.29,80.49,0.17,Chittagong
2016-04-06,27.73,80.71,0.16,Chittagong
2016-04-07,28.05,79.22,0.0,Chittagong
2016-04-08,28.32,77.65,0.0,Chittagong
2016-04-09,28.26,79.66,0.0,Chittagong
2016-04-10,28.57,79.55,0.0,Chittagong
2016-04-11,28.76,76.97,0.01,Chittagong
2016-04-12,29.1,78.04,0.01,Chittagong
2016-04-13,29.0,79.41,1.03,Chittagong
2016-04-14,28.83,79.13,4.59,Chittagong
2016-04-15,28.6,80.37,8.67,Chittagong
2016-04-16,29.01,80.3,4.36,Chittagong
2016-04-17,29.09,76.3,0.0,Chittagong
2016-04-18,28.64,76.23,0.0,Chittagong
2016-04-19,29.12,74.35,0.0,Chittagong
2016-04-20,28.63,74.81,0.0,Chittagong
2016-04-21,29.0,73.54,0.01,Chittagong
2016-04-22,29.29,74.67,0.03,Chittagong
2016-04-23,29.67,73.88,0.02,Chittagong
2016-04-24,29.73,76.26,0.26,Chittagong
2016-04-25,29.91,74.67,0.51,Chittagong
2016-04-26,29.45,75.87,0.11,Chittagong
2016-04-27,29.19,75.48,0.0,Chittagong
2016-04-28,28.91,78.45,0.26,Chittagong
2016-04-29,28.61,82.9,0.65,Chittagong
2016-04-30,28.55,83.4,0.03,Chittagong
2016-05-01,29.3,77.01,2.82,Chittagong
2016-05-02,28.31,81.32,13.44,Chittagong
2016-05-03,28.1,79.37,11.28,Chittagong
2016-05-04,28.02,82.19,5.8,Chittagong
2016-05-05,28.91,74.06,2.57,Chittagong
2016-05-06,28.26,77.92,6.0,Chittagong
2016-05-07,27.83,76.17,1.99,Chittagong
2016-05-08,28.31,74.32,7.39,Chittagong
2016-05-09,28.4,75.23,1.62,Chittagong
2016-05-10,29.22,72.38,0.28,Chittagong
2016-05-11,29.74,74.44,0.01,Chittagong
2016-05-12,29.66,74.6,1.58,Chittagong
2016-05-13,27.86,86.19,20.58,Chittagong
2016-05-14,28.53,83.74,18.93,Chittagong
2016-05-15,29.07,80.83,5.98,Chittagong
2016-05-16,29.44,81.48,0.04,Chittagong
2016-05-17,29.21,82.12,1.68,Chittagong
2016-05-18,29.31,83.93,36.89,Chittagong
2016-05-19,27.58,88.01,51.64,Chittagong
2016-05-20,26.7,92.4,122.24,Chittagong
2016-05-21,27.48,92.57,95.5,Chittagong
2016-05-22,28.88,82.41,2.18,Chittagong
2016-05-23,28.66,88.75,1.11,Chittagong
2016-05-24,28.77,87.07,0.44,Chittagong
2016-05-25,29.23,82.76,3.48,Chittagong
2016-05-26,28.11,88.13,14.17,Chittagong
2016-05-27,28.73,83.63,5.55,Chittagong
2016-05-28,28.54,84.91,12.99,Chittagong
2016-05-29,28.25,87.68,11.01,Chittagong
2016-05-30,28.3,87.27,0.76,Chittagong
2016-05-31,28.51,86.42,6.53,Chittagong
2016-06-01,27.7,87.45,7.83,Chittagong
2016-06-02,28.33,85.51,2.18,Chittagong
2016-06-03,28.73,85.25,5.72,Chittagong
2016-06-04,27.78,81.75,1.16,Chittagong
2016-06-05,27.87,89.41,10.84,Chittagong
2016-06-06,28.05,85.38,25.03,Chittagong
2016-06-07,27.32,91.39,18.65,Chittagong
2016-06-08,27.7,90.17,23.54,Chittagong
2016-06-09,27.42,90.4,3.5,Chittagong
2016-06-10,28.12,91.61,10.12,Chittagong
2016-06-11,28.43,92.79,18.87,Chittagong
2016-06-12,27.9,91.54,19.64,Chittagong
2016-06-13,26.85,93.43,9.37,Chittagong
2016-06-14,28.03,90.43,4.15,Chittagong
2016-06-15,27.79,89.22,3.44,Chittagong
2016-06-16,28.07,87.01,4.02,Chittagong
2016-06-17,28.1,87.49,23.18,Chittagong
2016-06-18,28.26,87.63,4.83,Chittagong
2016-06-19,28.29,86.57,6.48,Chittagong
2016-06-20,28.28,86.85,46.65,Chittagong
2016-06-21,28.51,87.9,25.75,Chittagong
2016-06-22,28.15,89.14,5.84,Chittagong
2016-06-23,28.45,88.38,9.83,Chittagong
2016-06-24,28.71,85.36,9.49,Chittagong
2016-06-25,28.88,85.17,3.68,Chittagong
2016-06-26,29.39,85.24,5.63,Chittagong
2016-06-27,29.19,86.33,7.64,Chittagong
2016-06-28,29.38,86.31,5.45,Chittagong
2016-06-29,29.29,87.05,8.15,Chittagong
2016-06-30,29.08,86.88,6.9,Chittagong
2016-07-01,28.78,88.18,18.65,Chittagong
2016-07-02,28.36,91.41,49.69,Chittagong
2016-07-03,28.37,91.86,165.44,Chittagong
2016-07-04,28.13,92.2,129.91,Chittagong
2016-07-05,27.94,92.83,113.36,Chittagong
2016-07-06,28.39,89.47,51.84,Chittagong
2016-07-07,28.71,88.42,25.04,Chittagong
2016-07-08,28.48,88.91,17.39,Chittagong
2016-07-09,28.13,90.14,13.64,Chittagong
2016-07-10,27.56,90.06,15.55,Chittagong
2016-07-11,28.13,88.86,6.89,Chittagong
2016-07-12,28.13,88.84,31.78,Chittagong
2016-07-13,28.21,89.82,79.97,Chittagong
2016-07-14,28.33,88.38,42.61,Chittagong
2016-07-15,27.9,90.01,47.83,Chittagong
2016-07-16,26.93,91.33,78.65,Chittagong
2016-07-17,27.53,89.96,98.45,Chittagong
2016-07-18,27.47,88.84,96.7,Chittagong
2016-07-19,27.79,89.96,69.8,Chittagong
2016-07-20,28.24,89.1,19.61,Chittagong
2016-07-21,28.28,88.26,12.08,Chittagong
2016-07-22,27.4,90.2,12.07,Chittagong
2016-07-23,27.64,89.75,9.72,Chittagong
2016-07-24,27.26,90.35,17.25,Chittagong
2016-07-25,26.69,91.62,67.63,Chittagong
2016-07-26,27.06,86.52,27.96,Chittagong
2016-07-27,28.88,78.0,0.99,Chittagong
2016-07-28,28.24,86.82,3.85,Chittagong
2016-07-29,27.99,88.21,7.59,Chittagong
2016-07-30,28.35,85.88,30.24,Chittagong
2016-07-31,27.44,88.58,19.01,Chittagong
2016-08-01,27.81,87.0,52.67,Chittagong
2016-08-02,27.87,89.35,11.06,Chittagong
2016-08-03,28.16,88.81,4.58,Chittagong
2016-08-04,28.18,88.93,3.71,Chittagong
2016-08-05,27.6,90.53,14.2,Chittagong
2016-08-06,27.49,89.3,70.42,Chittagong
2016-08-07,27.43,89.17,33.57,Chittagong
2016-08-08,27.15,92.23,11.8,Chittagong
2016-08-09,27.37,91.25,53.54,Chittagong
2016-08-10,27.02,93.27,137.24,Chittagong
2016-08-11,27.81,90.92,54.37,Chittagong
2016-08-12,27.79,89.32,60.36,Chittagong
2016-08-13,28.1,89.38,24.15,Chittagong
2016-08-14,28.35,88.33,27.34,Chittagong
2016-08-15,28.58,87.72,6.5,Chittagong
2016-08-16,28.91,86.02,6.04,Chittagong
2016-08-17,27.81,90.62,12.15,Chittagong
2016-08-18,28.1,88.92,7.05,Chittagong
2016-08-19,28.15,87.88,8.81,Chittagong
2016-08-20,28.55,86.96,7.94,Chittagong
2016-08-21,26.79,92.92,150.73,Chittagong
2016-08-22,27.44,87.19,9.21,Chittagong
2016-08-23,28.24,81.45,1.53,Chittagong
2016-08-24,29.1,81.19,10.56,Chittagong
2016-08-25,29.27,85.91,16.35,Chittagong
2016-08-26,28.08,89.58,12.04,Chittagong
2016-08-27,29.12,82.98,22.91,Chittagong
2016-08-28,28.02,88.22,58.85,Chittagong
2016-08-29,28.59,85.46,29.33,Chittagong
2016-08-30,28.3,88.41,7.51,Chittagong
2016-08-31,27.93,89.09,27.27,Chittagong
2016-09-01,28.02,91.52,74.22,Chittagong
2016-09-02,28.13,91.09,92.75,Chittagong
2016-09-03,28.13,91.8,41.04,Chittagong
2016-09-04,27.99,91.15,76.43,Chittagong
2016-09-05,27.4,91.63,12.87,Chittagong
2016-09-06,27.31,90.44,18.57,Chittagong
2016-09-07,27.77,88.89,12.72,Chittagong
2016-09-08,27.99,87.95,5.44,Chittagong
2016-09-09,28.19,85.74,1.54,Chittagong
2016-09-10,28.15,86.04,4.96,Chittagong
2016-09-11,27.87,86.76,12.45,Chittagong
2016-09-12,27.65,87.46,25.84,Chittagong
2016-09-13,27.33,84.14,18.18,Chittagong
2016-09-14,28.26,84.0,60.63,Chittagong
2016-09-15,28.57,82.05,5.5,Chittagong
2016-09-16,28.74,82.66,5.38,Chittagong
2016-09-17,28.27,86.22,6.24,Chittagong
2016-09-18,28.65,84.74,5.03,Chittagong
2016-09-19,28.34,85.86,4.35,Chittagong
2016-09-20,27.98,87.43,35.17,Chittagong
2016-09-21,28.19,83.54,32.9,Chittagong
2016-09-22,27.88,82.4,5.07,Chittagong
2016-09-23,28.19,85.37,3.84,Chittagong
2016-09-24,28.22,87.01,10.88,Chittagong
2016-09-25,28.32,85.48,14.33,Chittagong
2016-09-26,28.74,82.5,15.98,Chittagong
2016-09-27,28.8,81.42,35.63,Chittagong
2016-09-28,27.7,89.43,53.13,Chittagong
2016-09-29,28.44,85.62,12.47,Chittagong
2016-09-30,28.97,83.37,5.96,Chittagong
2016-10-01,28.88,84.71,8.99,Chittagong
2016-10-02,28.89,83.84,22.49,Chittagong
2016-10-03,28.76,85.28,23.15,Chittagong
2016-10-04,28.69,85.39,15.13,Chittagong
2016-10-05,27.22,91.14,21.72,Chittagong
2016-10-06,27.82,87.36,18.46,Chittagong
2016-10-07,27.98,87.75,13.45,Chittagong
2016-10-08,28.02,87.8,12.25,Chittagong
2016-10-09,27.9,88.98,23.23,Chittagong
2016-10-10,27.21,90.14,45.53,Chittagong
2016-10-11,26.67,92.38,172.15,Chittagong
2016-10-12,26.38,92.5,78.9,Chittagong
2016-10-13,27.38,85.76,15.97,Chittagong
2016-10-14,28.2,78.67,11.61,Chittagong
2016-10-15,28.1,81.26,14.34,Chittagong
2016-10-16,28.02,84.77,0.0,Chittagong
2016-10-17,28.14,85.41,0.02,Chittagong
2016-10-18,28.01,85.88,0.03,Chittagong
2016-10-19,28.04,83.37,0.06,Chittagong
2016-10-20,27.57,80.28,0.01,Chittagong
2016-10-21,26.87,79.35,0.0,Chittagong
2016-10-22,26.01,79.86,0.0,Chittagong
2016-10-23,25.35,82.7,0.0,Chittagong
2016-10-24,25.64,82.75,0.0,Chittagong
2016-10-25,26.91,80.3,0.03,Chittagong
2016-10-26,27.36,82.9,0.16,Chittagong
2016-10-27,27.84,78.15,1.24,Chittagong
2016-10-28,27.19,80.78,3.18,Chittagong
2016-10-29,26.9,82.38,12.55,Chittagong
2016-10-30,26.91,78.34,1.84,Chittagong
2016-10-31,27.71,74.18,3.24,Chittagong
2016-11-01,27.46,79.61,0.79,Chittagong
2016-11-02,28.06,79.92,0.49,Chittagong
2016-11-03,26.99,84.41,0.79,Chittagong
2016-11-04,25.98,79.93,22.44,Chittagong
2016-11-05,24.63,88.0,131.56,Chittagong
2016-11-06,26.46,90.39,105.48,Chittagong
2016-11-07,25.9,88.29,42.58,Chittagong
2016-11-08,24.75,80.28,0.94,Chittagong
2016-11-09,23.7,80.81,0.0,Chittagong
2016-11-10,24.11,79.24,0.0,Chittagong
2016-11-11,24.2,72.47,0.0,Chittagong
2016-11-12,23.92,72.08,0.0,Chittagong
2016-11-13,23.34,80.24,0.0,Chittagong
2016-11-14,23.44,87.12,0.0,Chittagong
2016-11-15,23.53,82.69,0.0,Chittagong
2016-11-16,23.47,81.63,0.0,Chittagong
2016-11-17,23.07,83.2,0.0,Chittagong
2016-11-18,22.76,82.8,0.0,Chittagong
2016-11-19,22.49,81.47,0.0,Chittagong
2016-11-20,22.65,75.2,0.0,Chittagong
2016-11-21,22.06,74.86,0.0,Chittagong
2016-11-22,21.84,76.52,0.0,Chittagong
2016-11-23,21.82,74.81,0.0,Chittagong
2016-11-24,22.04,72.31,0.0,Chittagong
2016-11-25,21.93,72.51,0.0,Chittagong
2016-11-26,22.15,75.28,0.0,Chittagong
2016-11-27,22.89,74.02,1.22,Chittagong
2016-11-28,23.37,69.37,3.76,Chittagong
2016-11-29,22.98,76.66,0.08,Chittagong
2016-11-30,23.22,79.74,0.0,Chittagong
2016-12-01,23.24,75.15,0.0,Chittagong
2016-12-02,23.21,72.3,0.0,Chittagong
2016-12-03,22.38,81.41,0.0,Chittagong
2016-12-04,22.06,82.88,0.0,Chittagong
2016-12-05,22.18,80.94,0.0,Chittagong
2016-12-06,22.62,75.82,0.0,Chittagong
2016-12-07,22.9,66.14,0.0,Chittagong
2016-12-08,22.17,73.35,0.0,Chittagong
2016-12-09,21.99,80.72,0.0,Chittagong
2016-12-10,21.71,82.33,0.0,Chittagong
2016-12-11,21.45,82.85,0.0,Chittagong
2016-12-12,20.7,82.17,0.0,Chittagong
2016-12-13,19.78,83.12,0.0,Chittagong
2016-12-14,19.17,83.52,0.0,Chittagong
2016-12-15,19.02,85.18,0.05,Chittagong
2016-12-16,19.65,85.61,0.0,Chittagong
2016-12-17,20.69,83.73,0.0,Chittagong
2016-12-18,21.14,80.77,0.0,Chittagong
2016-12-19,20.13,80.6,0.0,Chittagong
2016-12-20,19.95,82.53,0.0,Chittagong
2016-12-21,19.34,84.39,0.0,Chittagong
2016-12-22,19.9,83.55,0.0,Chittagong
2016-12-23,21.15,82.07,0.0,Chittagong
2016-12-24,21.57,81.15,0.0,Chittagong
2016-12-25,21.63,84.21,0.0,Chittagong
2016-12-26,22.05,80.29,0.0,Chittagong
2016-12-27,21.14,80.52,0.0,Chittagong
2016-12-28,19.68,83.76,0.0,Chittagong
2016-12-29,20.31,81.8,0.0,Chittagong
2016-12-30,20.63,82.57,0.0,Chittagong
2016-12-31,20.47,79.42,0.0,Chittagong
2017-01-01,20.42,77.75,0.0,Chittagong
2017-01-02,20.52,77.6,0.0,Chittagong
2017-01-03,20.43,75.67,0.0,Chittagong
2017-01-04,19.73,78.93,0.0,Chittagong
2017-01-05,19.48,80.67,0.01,Chittagong
2017-01-06,18.86,80.14,0.0,Chittagong
2017-01-07,18.67,77.15,0.0,Chittagong
2017-01-08,18.4,76.51,0.0,Chittagong
2017-01-09,18.64,78.25,0.0,Chittagong
2017-01-10,19.24,78.59,0.0,Chittagong
2017-01-11,18.35,83.33,0.0,Chittagong
2017-01-12,17.18,79.04,0.0,Chittagong
2017-01-13,15.76,78.21,0.0,Chittagong
2017-01-14,14.72,75.96,0.36,Chittagong
2017-01-15,15.78,76.1,0.0,Chittagong
2017-01-16,16.9,76.75,0.0,Chittagong
2017-01-17,17.33,74.64,0.0,Chittagong
2017-01-18,17.46,75.04,0.0,Chittagong
2017-01-19,18.38,75.91,0.0,Chittagong
2017-01-20,18.27,78.93,0.0,Chittagong
2017-01-21,18.22,76.48,0.0,Chittagong
2017-01-22,18.69,72.59,0.0,Chittagong
2017-01-23,18.66,75.69,0.0,Chittagong
2017-01-24,19.33,75.75,0.0,Chittagong
2017-01-25,20.31,74.89,0.0,Chittagong
2017-01-26,20.8,71.59,0.0,Chittagong
2017-01-27,21.68,69.66,0.0,Chittagong
2017-01-28,21.46,75.43,0.0,Chittagong
2017-01-29,20.33,76.12,0.0,Chittagong
2017-01-30,19.64,72.32,0.0,Chittagong
2017-01-31,19.53,71.96,0.0,Chittagong
2017-02-01,19.49,72.55,0.0,Chittagong
2017-02-02,18.78,70.59,0.0,Chittagong
